ALABAMA,,,,,,
,,Pierre,,,Fax :,605-773-5405
,,SOUTH DAKOTA,,,,
,,57501-3137,,,,
,,,,,,
TENNESSEE,,,,,,
Name:,"Nikole Avers, Executive Director",,,,,
,Nikole.Avers@tn.gov,,,,,
,,,,,,
Address:,,Real Estate Appraiser Commission,,,Website :,http://www.state.tn.us/commerce/boards/treac/index.shtml
,,"500 James Robertson Parkway, Suite 620",,,Phone :,615-741-1831
,,Nashville,,,Fax :,615-253-1692
,,TENNESSEE,,,,
,,37243-1166,,,,
,,,,,,
TEXAS,,,,,,
Name:,"Douglas Oldmixon, Commissioner",Name:,Staff,,,
,commissioner@talcb.texas.gov,,information@talcb.texas.gov,,,
,,,,,,
Address:,,Appraiser Licensing and Certification Board,,,Website :,http://www.talcb.texas.gov/AgencyInfo/default.asp
,,P.O. Box 12188,,,Phone :,512-936-3001
,,Austin,,,Fax :,512-936-3966
,,TEXAS,,,,
,,78711-2188,,,,
,,,,,,
UTAH,,,,,,
Name:,"Jonathan Stewart, Director",Name:,Staff,,,
,Not Specified,,realestate@utah.gov,,,
,,,,,,
Address:,,Division of Real Estate,,,Website :,http://www.realestate.utah.gov/
,,P.O. Box 146711,,,Phone :,801-530-6747
,,Salt Lake City,,,Fax :,801-526-4387
,,UTAH,,,,
,,84114-6711,,,,
,,,,,,
VERMONT,,,,,,
Name:,Judith Griffen,,,,,
,jgriffen@sec.state.vt.us,,,,,
,,,,,,
Address:,,Board of Real Estate Appraisers,,,Website :,http://vtprofessionals.org/opr1/real_estate_appraisers/
,,"89 Main Street, 3rd Floor",,,Phone :,802-828-3228
,,Montpelier,,,Fax :,802-828-2465
,,VERMONT,,,,
,,05620-3402,,,,
,,,,,,
VIRGIN ISLANDS,,,,,,
Name:,"Nathalie Hodge, Administrator for Boards and Commissions",,,,,
,nathalie.hodge@dlca.vi.gov,,,,,
,,,,,,
Address:,,Dept. of Licensing and Consumer Affairs,,,Website :,http://www.dlca.vi.gov
,,Golden Rock Shopping Center,,,Phone :,340-773-2226
,,Christiansted,,,Fax :,340-773-6982
,,VIRGIN ISLANDS,,,,
,,820,,,,
,,,,,,
VIRGINIA,,,,,,
Name:,"Christine Martine, Executive Director",Name:,staff,,,
,Not Specified,,reappraisers@dpor.virginia.gov,,,
,,,,,,
Address:,,Real Estate Appraiser Board,,,Website :,http://www.dpor.virginia.gov/boards/appraisers/
,,"9960 Mayland Drive, Suite 400",,,Phone :,804-367-8552
,,Richmond,,,Fax :,804-367-6946
,,VIRGINIA,,,,
,,23233-1463,,,,
,,,,,,
WASHINGTON,,,,,,
Name:,"Dee Sharp, Program Manager",Name:,Staff,,,
,dsharp@dol.wa.gov,,reappraisers@dol.wa.gov,,,
,,,,,,
Address:,,Real Estate Appraisers Licensing Program,,,Website :,http://www.dol.wa.gov/business/appraisers/
,,PO Box 9021,,,Phone :,360-664-6504
,,Olympia,,,Fax :,360-586-0998
,,WASHINGTON,,,,
,,98507-9021,,,,
,,,,,,
WEST VIRGINIA,,,,,,
Name:,"Sandy Kerns, Executive Director",Name:,"Karen Hudson, Administrative Assistant",,,
,kernss@mail.wvnet.edu,,hudsonk@mail.wvnet.edu,,,
,,,,,,
Address:,,Real Estate Appraiser Licensing & Certification Board,,,Website :,http://www.appraiserboard.wv.gov/Pages/default.aspx
,,"2110 Kanawha Blvd., East, Suite 101",,,Phone :,304-558-3919
,,Charleston,,,Fax :,304-558-3983
,,WEST VIRGINIA,,,,
,,25311,,,,
,,,,,,
WISCONSIN,,,,,,
Name:,"Tom Ryan, Executive Director",,,,,
,Thomas.Ryan@wisconsin.gov,,,,,
,,,,,,
Address:,,Dept of Safety and Professional Services,,,Website :,http://dsps.wi.gov/Default.aspx?Page=56b0c8df-796a-41cf-b8af-cd1419a55b3e
,,P.O. Box 8935,,,Phone :,608-266-2112
,,Madison,,,Fax :,608-261-7083
,,WISCONSIN,,,,
,,53708-8935,,,,
,,,,,,
WYOMING,,,,,,
Name:,"Nicole Novotny Smith, Executive Director",,,,,
,nicole.novotnysmith@wyo.gov,,,,,
,,,,,,
Address:,,Certified Real Estate Appraiser Board,,,Website :,http://www.wyoming.gov/LOC/02252011_1/APPRAISAL/Pages/default.aspx
,,"2020 Carey Avenue, Suite 702",,,Phone :,307-777-7141
,,Cheyenne,,,Fax :,307-777-3796
,,WYOMING,,,,
,,82002-0180,,,,
